Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord,xyStatus,crimeCat
16-018252,2016-04,04/18/2016 15:54,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4025,SULLIVAN AVE,56,@FARRAGUT SCHOOL,NA,4025,SULLIVAN,897979.9,1030221,FALSE,14
16-018223,2016-04,04/18/2016 16:47,Y,NA,NA,1,NA,182400,2,DRUGS-POSSESSION/MARIJUANA,4200,SHAW AVE,27,NA,NA,4200,SHAW,890554.4,1013293,FALSE,18
16-018246,2016-04,04/18/2016 18:50,Y,NA,NA,1,NA,182250,5,DRUGS-POSSESSION/COCAINE,5030,NATURAL BRIDGE AVE,52,NA,@BURGER KING - NATURAL BRIDGE,NA,NA,890648.8,1035264,FALSE,18
16-018317,2016-04,04/18/2016 19:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5621,DELMAR BLVD,48,NA,PARKING LOT,5621,DELMAR,882244.1,1027110,FALSE,14
16-018344,2016-04,04/18/2016 19:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2666,CALIFORNIA AVE,24,NA,NA,2666,CALIFORNIA,898082.9,1009018,FALSE,14
16-018235,2016-04,04/18/2016 19:40,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1401,CLARK AVE,36,NA,SCOTTRADE CENTER,1401,CLARK,905209.3,1017077,FALSE,25
16-018255,2016-04,04/18/2016 19:40,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6161,DELMAR BLVD,46,NA,NA,6161,DELMAR,877404.6,1027557,FALSE,14
16-018265,2016-04,04/18/2016 20:28,Y,NA,NA,1,NA,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3923,MERAMEC ST,16,NA,NA,3927,MERAMEC,891165,1001977,FALSE,15
16-018270,2016-04,04/18/2016 21:46,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1401,BISSELL ST,66,NA,NA,1401,BISSELL,904614.6,1033358,FALSE,14
16-018275,2016-04,04/18/2016 22:35,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3748,DUNNICA AVE,16,NA,APT 1ST FL,3748,DUNNICA,892017.3,1002854,FALSE,14
16-018336,2016-04,04/18/2016 22:55,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1342,MONTCLAIR AVE,78,MINERVA PLACE APARTMENTS,NA,1342,MONTCLAIR,883723.4,1031194,FALSE,14
16-018279,2016-04,04/18/2016 23:40,Y,NA,NA,1,NA,151130,1,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4476,TAFT AVE,5,NA,NA,4476,TAFT,885712.6,1002881,FALSE,15
16-018341,2016-04,04/19/2016 00:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2722,BLAIR AVE,63,NA,NA,2722,BLAIR,906297.2,1025942,FALSE,14
16-018286,2016-04,04/19/2016 01:40,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3539,BINGHAM AVE,16,BINGHAM COURT APARTMENTS,NA,3539,BINGHAM,893358.1,999917.8,FALSE,14
16-018288,2016-04,04/19/2016 01:45,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4757,SAINT LOUIS AVE,55,NA,NA,4758,ST LOUIS,891679.6,1032259,FALSE,14
16-018292,2016-04,04/19/2016 02:40,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4049,CALIFORNIA AVE,16,NA,NA,4000,CALIFORNIA,896576.9,1000775,FALSE,14
16-018404,2016-04,04/19/2016 09:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2753,CHEROKEE ST,19,NA,NA,NA,NA,897486,1005272,FALSE,14
16-018329,2016-04,04/19/2016 10:25,Y,NA,NA,1,NA,182250,6,DRUGS-POSSESSION/COCAINE,5617,NATURAL BRIDGE AVE,70,NA,NA,NA,NA,886720.5,1038030,FALSE,18
16-018355,2016-04,04/19/2016 11:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3834,MISSOURI AVE,18,NA,NA,3834,MISSOURI,898926.8,1001886,FALSE,14
16-018354,2016-04,04/19/2016 11:30,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",837,GUSTAV AVE,74,NA,NA,837,GUSTAV,897410.3,1052718,FALSE,13
16-018353,2016-04,04/19/2016 12:08,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4014,UNION BLVD,70,NA,NA,4014,UNION,890074.4,1037079,FALSE,14
16-018356,2016-04,04/19/2016 13:00,Y,NA,NA,1,NA,182130,6,DRUGS-POSSESSION/HEROIN,0,N KINGSHIGHWAY BLVD / SAN FRAN,69,NA,NA,NA,NA,891272.9,1035603,FALSE,18
16-018357,2016-04,04/19/2016 13:16,Y,NA,NA,1,NA,250000,1,LOITERING-BEGGING,3600,GERMANIA ST,1,NA,NA,NA,NA,885987.1,990531.8,FALSE,25
16-018369,2016-04,04/19/2016 13:46,Y,NA,NA,1,NA,182400,2,DRUGS-POSSESSION/MARIJUANA,0,MANCHESTER AVE / MCCAUSLAND AV,10,NA,NA,3827,SHAW,874857.4,1013399,FALSE,18
16-018376,2016-04,04/19/2016 15:07,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3500,WASHINGTON AVE,77,NA,NA,3500,WASHINGTON,897530.4,1021450,FALSE,14
16-018390,2016-04,04/19/2016 15:13,Y,NA,NA,1,NA,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4430,LINDELL BLVD,38,NA,NA,NA,NA,890404.9,1022633,FALSE,15
16-018410,2016-04,04/19/2016 15:30,Y,NA,NA,1,NA,182130,2,DRUGS-POSSESSION/HEROIN,4045,FLAD AVE,27,NA,NA,4045,FLAD,891591.1,1011965,FALSE,18
16-018381,2016-05,04/19/2016 15:51,Y,NA,NA,1,NA,183130,4,DRUGS-SALE/HEROIN,3212,HARPER ST,67,NA,NA,3212,HARPER,901638,1029663,FALSE,18
16-018419,2016-04,04/19/2016 17:30,Y,NA,NA,1,NA,183130,4,DRUGS-SALE/HEROIN,1915,OLIVE ST,36,NA,@HEADQUARTERS,1915,OLIVE,903703.7,1019090,FALSE,18
16-018426,2016-04,04/19/2016 17:40,Y,NA,NA,1,NA,182400,6,DRUGS-POSSESSION/MARIJUANA,4722,N 20TH ST,66,NA,NA,NA,NA,903146,1033652,FALSE,18
16-018436,2016-04,04/19/2016 18:45,Y,NA,NA,1,NA,151110,2,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,JUNIATA ST / S KINGSHIGHWAY BL,15,NA,NA,NA,NA,886115.9,1008820,FALSE,15
16-018427,2016-04,04/19/2016 18:49,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,201,S BROADWAY,35,NA,BPV PARKING LOT,NA,NA,908504.1,1015938,FALSE,25
16-018893,2016-04,04/19/2016 20:26,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2622,HICKORY ST,31,NA,NA,2622,HICKORY,900131.1,1014930,FALSE,14
16-018451,2016-04,04/19/2016 20:40,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4924,LOTUS AVE,55,NA,NA,4924,LOTUS,889516.8,1031182,FALSE,14
16-018454,2016-04,04/19/2016 21:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1119,N TUCKER BLVD,61,NA,@MCDONALDS - N TUCKER,1119,TUCKER,907258.8,1020890,FALSE,14
16-018458,2016-04,04/19/2016 21:26,Y,NA,NA,1,NA,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4046,N NEWSTEAD AVE,68,NA,NA,NA,NA,896270.3,1034043,FALSE,15
16-018461,2016-04,04/19/2016 21:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3238,NEBRASKA AVE,30,NA,NA,3238,NEBRASKA,896960.9,1006181,FALSE,14
16-018498,2016-04,04/19/2016 22:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3009,KEOKUK ST,16,NA,NA,3009,KEOKUK,895784.8,1002186,FALSE,14
16-018469,2016-04,04/19/2016 22:34,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4515,ALICE AVE,68,NA,NA,4515,ALICE,899700.4,1034108,FALSE,13
16-018464,2016-04,04/19/2016 22:53,Y,NA,NA,1,NA,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4028,W FLORISSANT AVE,68,NA,NA,NA,NA,900278.2,1034280,FALSE,15
16-018573,2016-04,04/19/2016 23:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5784,W FLORISSANT AVE,72,NA,NA,5784,FLORISSANT,892159.6,1045428,FALSE,14
16-018475,2016-04,04/20/2016 00:09,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3940,RUSSELL BLVD,27,NA,NA,3934,RUSSELL,892989.3,1012529,FALSE,14
16-018472,2016-04,04/20/2016 00:10,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5521,S BROADWAY,1,NA,NA,5521,BROADWAY,893965.7,993715.2,FALSE,14
16-018480,2016-04,04/20/2016 01:40,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,307,BELT AVE,47,PURA VEGAN AND YOGA,NA,NA,NA,883437.1,1024982,FALSE,14
16-018483,2016-04,04/20/2016 02:14,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3934,OLEATHA AVE,15,NA,NA,3934,OLEATHA,890812.8,1005042,FALSE,14
16-018488,2016-04,04/20/2016 05:45,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4128,IOWA AVE,16,NA,1ST FLOOR,4128,IOWA,896996.6,1000208,FALSE,14
16-018538,2016-04,04/20/2016 06:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2200,INDIANA AVE,23,NA,NA,2200,INDIANA,900061.1,1010907,FALSE,14
16-018504,2016-04,04/20/2016 07:40,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3643,ARKANSAS AVE,19,NA,NA,3644,ARKANSAS,893718.5,1003982,FALSE,14
16-018552,2016-04,04/20/2016 09:13,Y,NA,NA,1,NA,182250,1,DRUGS-POSSESSION/COCAINE,3817,MORGANFORD RD,5,NA,NA,3817,MORGANFORD,887476.9,1003769,FALSE,18
16-018541,2016-04,04/20/2016 09:54,Y,NA,NA,1,NA,182400,4,DRUGS-POSSESSION/MARIJUANA,0,N 14TH ST / CHESTNUT ST,36,NA,NA,NA,NA,905667,1017981,FALSE,18
16-018565,2016-04,04/20/2016 12:25,Y,NA,NA,1,NA,182130,3,DRUGS-POSSESSION/HEROIN,2803,MISSOURI AVE,22,NA,NA,NA,NA,899794,1008302,FALSE,18
16-018575,2016-04,04/20/2016 13:20,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,N 11TH ST / WASHINGTON AVE,35,NA,NA,NA,NA,907375.6,1018946,FALSE,25
16-018587,2016-04,04/20/2016 13:52,Y,NA,NA,1,NA,151130,1,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,2841,OSCEOLA ST,17,NA,NA,NA,NA,895892.2,998829.9,FALSE,15
16-018584,2016-04,04/20/2016 14:13,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1327,WASHINGTON AVE,36,NA,NA,1315,WASHINGTON,906135.7,1019344,FALSE,25
16-018602,2016-04,04/20/2016 15:50,Y,NA,NA,1,NA,250000,1,LOITERING-BEGGING,6900,IDAHO AVE,1,NA,NA,NA,NA,889259.4,991516.9,FALSE,25
16-018711,2016-04,04/20/2016 16:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2511,N 9TH ST,64,KUPFERLE,NA,2911,11TH,908300.8,1026017,FALSE,14
16-018636,2016-04,04/20/2016 18:45,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1187,S KINGSHIGHWAY BLVD,40,AMOCO,NA,NA,NA,887228.5,1016908,FALSE,14
16-018769,2016-04,04/20/2016 19:36,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4750,VIRGINIA AVE,16,NA,NA,4750,VIRGINIA,893395.9,996582,FALSE,14
16-018662,2016-04,04/20/2016 20:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3351,S JEFFERSON AVE,30,NA,NA,NA,NA,898584.6,1005182,FALSE,14
16-018664,2016-04,04/20/2016 21:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3200,MIAMI ST,19,NA,GARAGE,3200,MIAMI,895126.2,1004110,FALSE,14
16-018693,2016-04,04/20/2016 22:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4523,CARRIE AVE,69,NA,@ REAR,4523,CARRIE,897273.6,1036484,FALSE,14
16-018673,2016-04,04/20/2016 22:10,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4011,PALM ST,56,NA,NA,4011,PALM,898489.7,1030893,FALSE,14
16-018684,2016-04,04/20/2016 23:23,Y,NA,NA,1,NA,182130,5,DRUGS-POSSESSION/HEROIN,5750,NATURAL BRIDGE AVE,50,NA,NA,5750,NATURAL BRIDGE,885556.4,1038533,FALSE,18
16-018682,2016-04,04/20/2016 23:34,Y,NA,NA,1,NA,182130,5,DRUGS-POSSESSION/HEROIN,4428,KENNERLY AVE,57,NA,NA,NA,NA,893620.5,1030188,FALSE,18
16-018734,2016-04,04/21/2016 01:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N BROADWAY / MARKET ST,35,NA,NA,NA,NA,908726.5,1016736,FALSE,14
16-018692,2016-04,04/21/2016 06:18,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4411,N NEWSTEAD AVE,69,NA,@CENTRAL MEDICAL HOSPITAL,4411,NEWSTEAD,897186.1,1035819,FALSE,14
16-018699,2016-04,04/21/2016 08:14,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,3868,DR MARTIN LUTHER KING DR,77,CROWN MART,NA,3868,DR MARTIN LUTHER KING,896742,1025805,FALSE,25
16-018715,2016-04,04/21/2016 09:53,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4470,MARGARETTA AVE,69,NA,NA,4470,MARGARETTA,895194.8,1033893,FALSE,14
16-018722,2016-04,04/21/2016 10:10,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5042,LOUISIANA AVE,16,NA,NA,5042,LOUISIANA,891943,996741.2,FALSE,14
16-018723,2016-04,04/21/2016 10:25,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,900,N BROADWAY,35,NA,NA,NA,NA,909611.1,1019374,FALSE,25
16-018724,2016-04,04/21/2016 10:29,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,N BROADWAY / COLE ST,35,NA,900 BLOCK N. BROADWAY,NA,NA,909633.8,1019685,FALSE,25
16-018899,2016-04,04/21/2016 12:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2911,GASCONADE ST,16,NA,NA,2911,GASCONADE,895894.9,1000833,FALSE,14
16-018745,2016-05,04/21/2016 12:37,Y,NA,NA,1,NA,183130,4,DRUGS-SALE/HEROIN,3200,NATURAL BRIDGE AVE,59,NA,NA,3200,NATURAL BRIDGE,901518.5,1029320,FALSE,18
16-018756,2016-04,04/21/2016 14:15,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7332,ALABAMA AVE,2,NA,NA,7332,ALABAMA,888380.8,990198.8,FALSE,14
16-018860,2016-04,04/21/2016 15:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4217,BECK AVE,15,NA,NA,4217,BECK,888709.7,1004525,FALSE,14
16-018774,2016-04,04/21/2016 15:50,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2619,VIRGINIA AVE,25,NA,REAR OF ADDRESS,NA,NA,895687.4,1009924,FALSE,14
16-018790,2016-04,04/21/2016 16:28,Y,NA,NA,1,NA,182130,1,DRUGS-POSSESSION/HEROIN,4533,S GRAND BLVD,16,NA,NA,NA,NA,892357.4,999078.6,FALSE,18
16-018788,2016-04,04/21/2016 17:15,Y,NA,NA,1,NA,182400,3,DRUGS-POSSESSION/MARIJUANA,3438,OSAGE ST,16,NA,NA,3438,OSAGE,893694.1,1001660,FALSE,18
16-018797,2016-04,04/21/2016 17:56,Y,NA,NA,1,NA,182250,5,DRUGS-POSSESSION/COCAINE,5253,VERNON AVE,51,NA,STREET,5253,VERNON,885449.5,1028932,FALSE,18
16-018802,2016-04,04/21/2016 18:23,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4121,FOREST PARK AVE,38,NA,PARKING LOT OF SALVATION ARMY,4121,FOREST PARK,892162.2,1020704,FALSE,14
16-018795,2016-04,04/21/2016 18:35,Y,NA,NA,1,NA,182250,4,DRUGS-POSSESSION/COCAINE,1500,OFALLON ST,61,NA,NA,NA,NA,906411,1021784,FALSE,18
16-018806,2016-04,04/21/2016 19:20,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",6315,EMMA AVE,76,NA,NA,6315,EMMA,888954.6,1046904,FALSE,13
16-018808,2016-04,04/21/2016 20:05,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1201,CLARK AVE,36,NA,NA,NA,NA,906055.1,1017127,FALSE,25
16-018824,2016-04,04/21/2016 20:10,Y,NA,NA,1,NA,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,42,HARRIS AVE,68,NA,NA,4226,HARRIS,898422.2,1034219,FALSE,15
16-018810,2016-04,04/21/2016 20:15,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1401,CLARK AVE,36,NA,SCOTTRADE CENTER,NA,NA,905209.3,1017077,FALSE,25
16-018869,2016-04,04/21/2016 22:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3560,SAMUEL SHEPARD DR,77,NA,NA,NA,NA,897076.6,1022008,FALSE,14
16-018896,2016-04,04/21/2016 22:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,333,WASHINGTON AVE,35,NA,@HOTEL- HAMPTON INN EAST SIDE ON MEM,333,WASHINGTON,909766.3,1018424,FALSE,14
16-018864,2016-04,04/22/2016 00:05,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4333,BEETHOVEN AVE,5,NA,NA,4333,BEETHOVEN,887035.1,1003038,FALSE,14
16-018839,2016-04,04/22/2016 00:05,Y,NA,NA,1,NA,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,6000,SHULTE AVE,76,NA,NA,NA,NA,890714.4,1046294,FALSE,15
16-018835,2016-04,04/22/2016 00:05,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3400,BELT AVE,50,NA,NA,3332,BELT,887395,1036452,FALSE,14
16-018852,2016-04,04/22/2016 01:32,Y,NA,NA,1,NA,182250,5,DRUGS-POSSESSION/COCAINE,5096,MINERVA AVE,51,NA,NA,NA,NA,887048.3,1029639,FALSE,18
16-018907,2016-04,04/22/2016 07:50,Y,NA,NA,1,NA,182400,3,DRUGS-POSSESSION/MARIJUANA,3230,HARTFORD ST,25,ROOSEVELT HIGH SCHOOL,@ROOSEVELT HIGH SCHOOL,3230,HARTFORD,895751.5,1007882,FALSE,18
16-018895,2016-04,04/22/2016 08:57,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2919,OSAGE ST,16,NA,NA,2919,OSAGE,895882.8,1001464,FALSE,14
16-018880,2016-04,04/22/2016 09:39,Y,NA,NA,1,NA,182400,4,DRUGS-POSSESSION/MARIJUANA,1610,OLIVE ST,36,CENTERNARY CHURCH,NA,1610,OLIVE,904990.8,1018745,FALSE,18
16-018891,2016-04,04/22/2016 10:37,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1240,SWITZER AVE,86,NA,NA,1240,SWITZER,895647.5,1047279,FALSE,14
16-018897,2016-04,04/22/2016 11:37,Y,NA,NA,1,NA,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1523,N GRAND BLVD,42,NA,NA,1523,GRAHAM,898501.4,1025260,FALSE,13
16-018916,2016-04,04/22/2016 13:25,Y,NA,NA,1,NA,182400,2,DRUGS-POSSESSION/MARIJUANA,2011,ALFRED AVE,13,NA,NA,2011,ALFRED,888480.1,1012783,FALSE,18
16-018915,2016-05,04/22/2016 13:30,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,3212,HARPER ST,67,NA,NA,3212,HARPER,901638,1029663,FALSE,18
16-018926,2016-04,04/22/2016 14:35,Y,NA,NA,1,NA,182130,1,DRUGS-POSSESSION/HEROIN,4899,HAMBURG AVE,4,NA,NA,NA,NA,878388,993821.3,FALSE,18
16-018932,2016-04,04/22/2016 15:20,Y,NA,NA,1,NA,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2811,N 19TH ST,60,NA,NA,2811,19TH,905669.1,1026028,FALSE,15
16-019118,2016-04,04/22/2016 16:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3523,PENNSYLVANIA AVE,19,NA,NA,3521,PENNSYLVANIA,896153.9,1004445,FALSE,14
16-019261,2016-04,04/22/2016 16:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1924,NEBRASKA AVE,24,NA,NA,1924,NEBRASKA,897910.3,1012155,FALSE,14
16-018942,2016-04,04/22/2016 16:03,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1615,S KINGSHIGHWAY BLVD,12,QUIKTRIP,@QT - S KINGSHIGHWAY / MCREE,NA,NA,886749.4,1014742,FALSE,14
16-018941,2016-04,04/22/2016 16:45,Y,NA,NA,1,NA,182250,3,DRUGS-POSSESSION/COCAINE,3519,MIAMI ST,19,NA,NA,3519,MIAMI,893668.5,1004529,FALSE,18
16-018956,2016-04,04/22/2016 17:55,Y,NA,NA,1,NA,182130,6,DRUGS-POSSESSION/HEROIN,0,GOODFELLOW BLVD / I 70 WESTBOU,70,NA,ALIAS WB 70/GOODFELLOW BLVD CITY,NA,NA,887539.4,1044045,FALSE,18
16-018957,2016-04,04/22/2016 18:35,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1400,WASHINGTON AVE,36,NA,NA,NA,NA,905919.7,1019148,FALSE,25
16-018984,2016-04,04/22/2016 18:45,Y,NA,NA,1,NA,182400,5,DRUGS-POSSESSION/MARIJUANA,5575,POWERS AVE,50,NA,NA,5575,POWERS,885640.9,1035166,FALSE,18
16-018962,2016-04,04/22/2016 18:47,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5804,AMELIA AVE,72,NA,NA,5804,AMELIA,888758.8,1042539,FALSE,14
16-018989,2016-05,04/22/2016 19:30,Y,NA,NA,1,NA,151400,5,WEAPONS-STATE VIOL/DEFACED FIREARM,731,HODIAMONT AVE,48,DELMAR METROLINK STATION,NA,731,HODIAMONT,879009.9,1027624,FALSE,15
16-018999,2016-04,04/22/2016 22:28,Y,NA,NA,1,NA,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4700,BIRCHER BLVD,69,BP GASOLINE,NA,4700,BIRCHER,895152.2,1037234,FALSE,15
16-019016,2016-04,04/22/2016 23:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7056,OLEATHA AVE,9,NA,NA,NA,NA,873517.3,1007206,FALSE,14
16-019018,2016-04,04/23/2016 00:24,Y,NA,NA,1,NA,182130,6,DRUGS-POSSESSION/HEROIN,4826,CALVIN AVE,69,NA,NA,4826,CALVIN,894078.1,1037128,FALSE,18
16-019020,2016-04,04/23/2016 00:40,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4639,ANDERSON AVE,69,NA,NA,4639,ANDERSON,895015.9,1036477,FALSE,14
16-019022,2016-04,04/23/2016 01:18,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4198,MANCHESTER AVE,39,SANCTUARIA,NA,NA,NA,890504,1017271,FALSE,14
16-019031,2016-04,04/23/2016 02:55,Y,NA,NA,1,NA,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2400,N GRAND BLVD,59,NA,NA,NA,NA,899189.1,1026089,FALSE,18
16-019079,2016-04,04/23/2016 04:20,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3645,PAGE BLVD,77,SAVE A LOT,NA,3645,PAGE,897714.3,1024471,FALSE,14
16-019181,2016-04,04/23/2016 08:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6010,SOUTHWEST AVE,11,NA,NA,6010,SOUTHWEST,880156.1,1011002,FALSE,14
16-019066,2016-04,04/23/2016 09:44,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3934,S GRAND BLVD,16,SHELL GAS STATION,NA,3934,GRAND,893237.9,1002057,FALSE,14
16-019074,2016-04,04/23/2016 09:50,Y,NA,NA,1,NA,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4411,W BELLE PL,54,NA,NA,4411,BELLE,891795.5,1026051,FALSE,15
